"n_grp","start","end","text","video_id","suffix"
132,342.36,344.99,"investissez pas, vous adaptez pas. Et je pense qu'il y a une chose qu'on doit","mjdbw7M0LRI","bfm"
133,344.99,346.759,"dire aux français, c'est qu'aujourd'hui","mjdbw7M0LRI","bfm"
134,346.759,348.83,"qu'est-ce que les Français attendent ? Et je vais revenir, non pas seulement","mjdbw7M0LRI","bfm"
135,348.83,351.039,"des députés, mais de nous tous. C'est","mjdbw7M0LRI","bfm"
136,351.039,354.83,"que la santé fonctionne mieux. C'est qu'il y a des médecins plus disponibles.","mjdbw7M0LRI","bfm"
137,354.83,356.319,"C'est qu'à l'hôpital les choses soient","mjdbw7M0LRI","bfm"
138,356.319,359.87,"peut-être parfois mieux organisées. Donc on doit à la fois mettre des moyens pour","mjdbw7M0LRI","bfm"
139,359.87,362.4,"payer les acteurs de la santé que je","mjdbw7M0LRI","bfm"
140,362.4,365.51,"remercie. Je suis ministre aussi de la fonction publique. Ces hommes et ces","mjdbw7M0LRI","bfm"
141,365.51,366.479,"femmes qui se lèvent le matin, on doit","mjdbw7M0LRI","bfm"
142,366.479,369.39,"leur donner la confiance qu' ils auront les moyens de faire leur métier l'année","mjdbw7M0LRI","bfm"
143,369.39,371.28,"prochaine. Mais on doit aussi investir","mjdbw7M0LRI","bfm"
144,371.28,374.749,"pour que ça marche mieux pour les soignants, pour les patients et","mjdbw7M0LRI","bfm"
145,374.749,376.56,"vieillissement. Mais je veux revenir ce","mjdbw7M0LRI","bfm"
146,376.56,379.87,"qui se joue cet après-midi et vraiment je veux le dire très simplement.","mjdbw7M0LRI","bfm"
147,379.87,381.68,"Au fond, les les députés, ils ont devant","mjdbw7M0LRI","bfm"
148,381.68,386.629,"eux un bouton. Il y a écrit pour, contre ou abstention. Et ben avec ce bouton,","mjdbw7M0LRI","bfm"
149,386.629,388.16,"ils peuvent faire plus pour les","mjdbw7M0LRI","bfm"
150,388.16,390.909,"Français, je vous l'ai dit, pour les familles avec le congé de naissance,","mjdbw7M0LRI","bfm"
151,390.909,393.08,"pour l'hôpital, pour les épades, pour","mjdbw7M0LRI","bfm"
152,393.08,397.95,"notamment tous les enjeux du vieillissement, pour le handicap","mjdbw7M0LRI","bfm"
153,397.95,399.479,"d'appuyer sur le bouton pour j'y","mjdbw7M0LRI","bfm"
154,399.479,401.11,"reviens, ils peuvent aussi par ce même bouton,","mjdbw7M0LRI","bfm"
155,401.11,402.8,"c'est votre famille d'origine","mjdbw7M0LRI","bfm"
156,402.8,406.23,"et et donc par ce même bouton, madame de Malerbe, ils peuvent aussi réduire le","mjdbw7M0LRI","bfm"
157,406.23,408.639,"déficit parce que s'il n'y a rien pour","mjdbw7M0LRI","bfm"
158,408.639,412.27,"les Français de plus en janvier, dans 3 semaines, je peux vous dire aussi qu'il","mjdbw7M0LRI","bfm"
159,412.27,413.84,"y aura rien de plus et de mieux pour les","mjdbw7M0LRI","bfm"
160,413.84,417.589,"finances publiques. Parce que en absence de budget en fait","mjdbw7M0LRI","bfm"
161,417.589,419.44,"vous avez un système qui en fait est","mjdbw7M0LRI","bfm"
162,419.44,423.029,"hors de contrôle et donc en tant que ministre des comptes public le bouton","mjdbw7M0LRI","bfm"
163,423.029,425.08,"pour cet après-midi il dit oui je vote","mjdbw7M0LRI","bfm"
164,425.08,428.07,"pour que dans 3 semaines il ait plus pour les Français je vote pour qu'il y","mjdbw7M0LRI","bfm"
165,428.07,430.16,"ait moins de déficit que s'il n'y a rien","mjdbw7M0LRI","bfm"
166,430.16,433.55,"parce que ce jourl ser de contrôle et j'y reviens et vous votez aussi pour la","mjdbw7M0LRI","bfm"
167,433.55,435.24,"stabilité pour dire il y aura des","mjdbw7M0LRI","bfm"
168,435.24,438.07,"élections en 2027 et vous voyez moi je suis pas candidate","mjdbw7M0LRI","bfm"
169,438.07,440.16,"en 2027 je suis pas candidate en 2027","mjdbw7M0LRI","bfm"
170,440.16,443.39,"moi je suis candidate à agir pour 2025 et 2026 d'ailleurs comme ça que","mjdbw7M0LRI","bfm"
171,443.39,446.12,"Sébastien Lecnu a fait son gouvernement.","mjdbw7M0LRI","bfm"
172,446.12,450.07,"Nous tous autour de lui, nous n'avons qu'une ambition. C'est que la","mjdbw7M0LRI","bfm"
173,450.07,451.56,"présidentielle se passe en 2027 et","mjdbw7M0LRI","bfm"
174,451.56,455.23,"qu'elle se passe bien, que les débats puissent avoir lieu, mais que d'ici là,","mjdbw7M0LRI","bfm"
175,455.23,457.08,"nous agissions ici et maintenant pour","mjdbw7M0LRI","bfm"
176,457.08,460.39,"les Français. Vous parlez de cette stabilité, lui il parle de vitalité","mjdbw7M0LRI","bfm"
177,460.39,462.4,"démocratique. Amélichalin, il y a deux","mjdbw7M0LRI","bfm"
178,462.4,467.39,"comptes que je voudrais faire avec vous. Un compte en effet sur l'ampleur du","mjdbw7M0LRI","bfm"
179,467.39,469.759,"déficit suivant que ce budget sera voté","mjdbw7M0LRI","bfm"
180,469.759,473.39,"ou pas. parce que finalement là euh en se parlant, vous avez rajouté quand même","mjdbw7M0LRI","bfm"
181,473.39,475.759,"une ou deux lignes déjà. Donc on va voir","mjdbw7M0LRI","bfm"
182,475.759,478.469,"où est-ce que ça s'arrête, où est-ce que ça s'arrête. Mais d'abord un compte","mjdbw7M0LRI","bfm"
183,478.469,480.479,"quand même sur en effet le nombre de","mjdbw7M0LRI","bfm"
184,480.479,484.71,"députés qu'ils vont appuyer comme vous dites sur le bouton pour ceux qui vont","mjdbw7M0LRI","bfm"
185,484.71,485.879,"voter contre et ceux qui vont","mjdbw7M0LRI","bfm"
186,485.879,489.51,"s'abstenir. Ce qui est quand même assez délirant à Méine Manchalin, c'est que","mjdbw7M0LRI","bfm"
187,489.51,491.56,"ceux qui vont voter pour désormais de","mjdbw7M0LRI","bfm"
188,491.56,495.71,"manière acquise, c'est les socialistes et ceux qui envisag","mjdbw7M0LRI","bfm"
189,495.71,497.56,"et aussi le groupe de Gabriel","mjdbw7M0LRI","bfm"
190,497.56,501.149,"Renaissance et le groupe de Marc Fenomodem. Enfin et donc beaucoup mais","mjdbw7M0LRI","bfm"
191,501.149,503.12,"vous avez gagné sur la gauche ce que","mjdbw7M0LRI","bfm"
192,503.12,507.27,"vous risquez de perdre sur la droite. Mais vous savez qu'est-ce que vous dites","mjdbw7M0LRI","bfm"
193,507.27,508.4,"aujourd'hui parce que au fond ce que","mjdbw7M0LRI","bfm"
194,508.4,510.469,"vous devez convaincre là, on a bien compris, vous vous êtes adressé aux","mjdbw7M0LRI","bfm"
195,510.469,512.8,"écologistes. Euh après ce que vous venez","mjdbw7M0LRI","bfm"
196,512.8,516.149,"de dire, il est tout à fait probable qu'ils décident de s'abstenir alors","mjdbw7M0LRI","bfm"
197,516.149,518.039,"qu'ils avaient voté contre le dernier","mjdbw7M0LRI","bfm"
198,518.039,521.67,"vote au moment des des recettes. Ce qu'il faut que vous arriviez à","mjdbw7M0LRI","bfm"
199,521.67,523,"convaincre là dans les minutes qui vous","mjdbw7M0LRI","bfm"
200,523,527.87,"restent, c'est la droite. Non mais d'abord moi, on a tout mis sur","mjdbw7M0LRI","bfm"
201,527.87,529.48,"la table. Le gouvernement s'est mis au","mjdbw7M0LRI","bfm"
202,529.48,533.15,"service du parlement. Ça fait plus de 200 heures qu'on discute de ce budget et","mjdbw7M0LRI","bfm"
203,533.15,533.92,"comme je vous le dis, je pense que les","mjdbw7M0LRI","bfm"
204,533.92,537.63,"Français en ont ral et que si nous on change pas de disque, eux ils vont","mjdbw7M0LRI","bfm"
205,537.63,539,"changer de chaîne, ils vont se brancher","mjdbw7M0LRI","bfm"
206,539,542.31,"sur le canal extrême et le canal extrême il a un autre projet pour la France. Il","mjdbw7M0LRI","bfm"
207,542.31,544.16,"veut au fond que les Français revotent","mjdbw7M0LRI","bfm"
208,544.16,547.509,"parce qu'il considèrent que les Français ont mal voté. Soit en 2024, c'est le RN","mjdbw7M0LRI","bfm"
209,547.509,548.36,"qui pense qu'il faut refaire des","mjdbw7M0LRI","bfm"
210,548.36,551.79,"législatives, soit Jean-Luc Mélenchon qui pense qu' en 2022, les Français ont","mjdbw7M0LRI","bfm"
211,551.79,552.8,"pas choisi de bon président, il faut","mjdbw7M0LRI","bfm"
212,552.8,555.35,"refaire des présidentiels. Dans les deux cas, je peux vous dire qu'il y a pas de","mjdbw7M0LRI","bfm"
213,555.35,557,"budget. Les hôpitaux dont on parle, il y","mjdbw7M0LRI","bfm"
214,557,559.71,"aura pas de budget. les infirmières dont on parle, il y aura pas de budget. Donc","mjdbw7M0LRI","bfm"
215,559.71,561.36,"déjà, soyons clair, moi je veux pas","mjdbw7M0LRI","bfm"
216,561.36,565.23,"donner les clés et je ne veux pas que nous, forces politiques euh de","mjdbw7M0LRI","bfm"
217,565.23,567.24,"gouvernement, nous n'arrivions pas à","mjdbw7M0LRI","bfm"
218,567.24,569.67,"dire oui, s'il n'y a pas de budget, c'est","mjdbw7M0LRI","bfm"
219,569.67,570.36,"c'est les extrêmes.","mjdbw7M0LRI","bfm"
220,570.36,574.11,"Mais les extrêmes, moi je j'ai passé plus de 100 heures sur le budget de la","mjdbw7M0LRI","bfm"
221,574.11,575.279,"sécurité sociale et de l'hôpital dans le","mjdbw7M0LRI","bfm"
222,575.279,579.389,"hémicycle. C'est assez simple. Vous avez des députés qui veulent trouver des","mjdbw7M0LRI","bfm"
223,579.389,581.48,"solutions. C'est pas forcément simple.","mjdbw7M0LRI","bfm"
224,581.48,584.75,"C'est pas notre culture politique. Jamais depuis 1958, on a fait un budget","mjdbw7M0LRI","bfm"
225,584.75,586.24,"comme ça dans l'hémicycle parce que","mjdbw7M0LRI","bfm"
226,586.24,590.55,"depuis 1958 soit on avait des majorités absolues, soit on avait des 493. Bah","mjdbw7M0LRI","bfm"
227,590.55,593.24,"nous, on a ni majorité absolue ni 493.","mjdbw7M0LRI","bfm"
228,593.24,596.59,"Donc on a fait quelque chose d'inédit. Mais moi, j'ai senti des écologistes,","mjdbw7M0LRI","bfm"
229,596.59,598.56,"des socialistes, des communistes, euh","mjdbw7M0LRI","bfm"
230,598.56,602.75,"des députés évidemment du Parti Renaissance, du Parti des Inds, Liot du","mjdbw7M0LRI","bfm"
231,602.75,605.2,"Modem, d'horizon des républicains","mjdbw7M0LRI","bfm"
232,605.2,607.91,"chercher des solution et puis j'ai vu deux autres groupes","mjdbw7M0LRI","bfm"
233,607.91,609.279,"à droite. Vous avez des vous avez pas","mjdbw7M0LRI","bfm"
234,609.279,614.99,"des ministres, je suis des LR et les LR hésitent à voter contre, à s'abstenir.","mjdbw7M0LRI","bfm"
235,614.99,616.64,"Enfin, c'est J'ai aussi vu deux groupes","mjdbw7M0LRI","bfm"
236,616.64,620.949,"qui cherchent juste des problèmes. Vous savez, le RN dit toute la journée","mjdbw7M0LRI","bfm"
237,620.949,622.24,"que bon, la suspension des retraites,","mjdbw7M0LRI","bfm"
238,622.24,624.71,"ils l'ont quand même voté. Mais qu'est-ce qu'ils vont faire là dans 3h","mjdbw7M0LRI","bfm"
239,624.71,626.519,"cet après-midi ? Il est possible qu'il","mjdbw7M0LRI","bfm"
240,626.519,629.75,"votent contre. Si vous êtes pour quelque chose, si vous voulez que ça rentre dans","mjdbw7M0LRI","bfm"
241,629.75,631.6,"la vie des Français, il faut il faut au","mjdbw7M0LRI","bfm"
242,631.6,634.389,"fond qu'il vote pour. Mais c'est pas ce qu'ils vont faire parce qu'ils sont","mjdbw7M0LRI","bfm"
243,634.389,636.48,"cyniques. Ensuite, vous me parlez de la","mjdbw7M0LRI","bfm"
244,636.48,640.11,"droite comme je le dis, de la droite LR et Horizon au fond.","mjdbw7M0LRI","bfm"
245,640.11,641.76,"Comme je vous le dis, le vote de cet","mjdbw7M0LRI","bfm"
246,641.76,645.389,"après-midi, c'est ça qu'il faut que les Français comprennent très simplement.","mjdbw7M0LRI","bfm"
247,645.389,646.76,"C'est un vote qui permet tout à la fois","mjdbw7M0LRI","bfm"
248,646.76,649.35,"de dire dans 3 semaines, il y a du plus pour les Français, il y a du mieux pour","mjdbw7M0LRI","bfm"
249,649.35,650.279,"les Français des choses qu'ils","mjdbw7M0LRI","bfm"
250,650.279,655.11,"attendent. Et par ce vote, vous évitez que la sécurité sociale aille droit dans","mjdbw7M0LRI","bfm"
251,655.11,656.76,"le mur avec 30 milliards de déficit","mjdbw7M0LRI","bfm"
252,656.76,659.91,"parce que je vais vous faire le compte. Je vous faire compte à moins faut que","mjdbw7M0LRI","bfm"
253,659.91,661.36,"vous parliez au LR ou alors vous avez","mjdbw7M0LRI","bfm"
254,661.36,663.31,"peut-être renoncé, vous vous êtes dit de toute façon j'arriver pas les","mjdbw7M0LRI","bfm"
255,663.31,663.8,"convaincre. Mais","mjdbw7M0LRI","bfm"
256,663.8,665.629,"bien sûr qu'on se parle. Moi ce que je leur dis,","mjdbw7M0LRI","bfm"
257,665.629,666.88,"ils vont décider là dans quelques heures","mjdbw7M0LRI","bfm"
258,666.88,671.71,"en ce qu'il votent. Ce que je leur dis et ce que je vous dis c'est le déficit","mjdbw7M0LRI","bfm"
259,671.71,673.76,"de la sécurité sociale va être à moins","mjdbw7M0LRI","bfm"
260,673.76,675.59,"de 20 milliards d'euros avec les votes qui on","mjdbw7M0LRI","bfm"
261,675.59,676.32,"Vous êtes sûr de ça ?","mjdbw7M0LRI","bfm"
262,676.32,678.269,"Je suis sûr. Je sûr. Vous êtes sûr de ça ? Parce que oui, je","mjdbw7M0LRI","bfm"
263,678.269,679.44,"veux bien que vous fassiez les comptes.","mjdbw7M0LRI","bfm"
264,679.44,682.23,"Enfin, il y a quelques jours, il y a quelques jours le calcul c'était autour","mjdbw7M0LRI","bfm"
265,682.23,684.32,"de 22 à 25 milliards. Là, vous dites que","mjdbw7M0LRI","bfm"
266,684.32,687.19,"ça passe sous alors que vous venez d'enveloppe","mjdbw7M0LRI","bfm"
267,687.19,688.72,"parce que on assume de dire que","mjdbw7M0LRI","bfm"
268,688.72,693.03,"notamment le séure la santé et ben il manque de financement. On assume de dire","mjdbw7M0LRI","bfm"
269,693.03,694.48,"que l'autonomie manque de financement et","mjdbw7M0LRI","bfm"
270,694.48,697.949,"que donc l'État va faire un transfert à la sécurité sociale et donc le déficit","mjdbw7M0LRI","bfm"
271,697.949,699.36,"de la sécurité sociale sera de moins de","mjdbw7M0LRI","bfm"
272,699.36,701.949,"20 milliards.1. Vous vous êtes sûr de votre coût ? Je","mjdbw7M0LRI","bfm"
273,701.949,703.839,"suis sû moins de 20 milliards parce que","mjdbw7M0LRI","bfm"
274,703.839,708.269,"demand pardon mais il y a 3 semaines on a compris que il y avait même 5 à 10","mjdbw7M0LRI","bfm"
275,708.269,709.839,"milliards qui s'étaient évaporé dans les","mjdbw7M0LRI","bfm"
276,709.839,713.19,"recettes de l'État. Bery qui disait que la TVA","mjdbw7M0LRI","bfm"
277,713.19,714.76,"finalement c'était 5 à 10 milliards de","mjdbw7M0LRI","bfm"
278,714.76,716.79,"moins. Enfin on est quand même sur le grand flou là.","mjdbw7M0LRI","bfm"
279,716.79,719.04,"Mon métier et c'est même pas un métier,","mjdbw7M0LRI","bfm"
280,719.04,722.11,"c'est une mission. Et ce que je fais au service des français c'est de dire toute","mjdbw7M0LRI","bfm"
281,722.11,724.44,"la vérité, d'être la plus sincère","mjdbw7M0LRI","bfm"
282,724.44,726.79,"possible pour que les gens comprennent ce qui se passe parce que c'est notre","mjdbw7M0LRI","bfm"
283,726.79,727.8,"argent, c'est leur argent, c'est","mjdbw7M0LRI","bfm"
284,727.8,731.15,"l'argent des français. les 20 milliards. Donc il y aura un déficit présenté cet","mjdbw7M0LRI","bfm"
285,731.15,732.6,"après-midi à moins de 20 milliards","mjdbw7M0LRI","bfm"
286,732.6,735.069,"d'euros parce que il y a des financements nouveaux, il y a des","mjdbw7M0LRI","bfm"
287,735.069,736.839,"économies, il y a plus d'économie dans","mjdbw7M0LRI","bfm"
288,736.839,741.75,"ce budget de la sécurité sociale et de l'hôpital, il y a plus d'économie en 26","mjdbw7M0LRI","bfm"
289,741.75,744.079,"2026 que ce qui avait été prévu en 2025","mjdbw7M0LRI","bfm"
290,744.079,748.11,"et fait en 2025 que ce qui a été fait en 2024. Donc si je le dis autrement, ce","mjdbw7M0LRI","bfm"
291,748.11,749.68,"budget porte plus d'économie que les","mjdbw7M0LRI","bfm"
292,749.68,752.99,"trois précédents budgets pour la sécurité sociale. Ça c'est quand même un","mjdbw7M0LRI","bfm"
293,752.99,755.079,"point important. Ça veut dire qu' à la","mjdbw7M0LRI","bfm"
294,755.079,757.11,"fin des débats, bien sûr qu'il y a des gens qui auraient voulu faire plus","mjdbw7M0LRI","bfm"
295,757.11,758.68,"d'économie. Il y a aussi des gens qui","mjdbw7M0LRI","bfm"
296,758.68,762.67,"voulaient aussi plus de recettes. Bon, les votes ont eu lieu, les compromis se","mjdbw7M0LRI","bfm"
297,762.67,763.76,"sont trouvés. Moi, ce que je peux vous","mjdbw7M0LRI","bfm"
298,763.76,768.35,"dire sur le plan budgétaire, c'est que ce vote de cet après-midi permet que on","mjdbw7M0LRI","bfm"
299,768.35,769.6,"soit sous les 20 milliards d'euros de","mjdbw7M0LRI","bfm"
300,769.6,772.829,"déficit pour la sécurité sociale, permet d'assumer que il y a des dépenses que","mjdbw7M0LRI","bfm"
301,772.829,774.639,"l'État a pris comme décision qu'il faut","mjdbw7M0LRI","bfm"
302,774.639,778.23,"bien financer, notamment le ségure, la santé, notamment la dépendance et le","mjdbw7M0LRI","bfm"
303,778.23,779.92,"vieillissement. Ce budget permet qu'il y","mjdbw7M0LRI","bfm"
304,779.92,783.389,"ait du mieux, on en a parlé déjà. Vous vous l'assumez complètement ce budget.","mjdbw7M0LRI","bfm"
305,783.389,784.68,"C'estd qu'il y a pas de réforme de fond,","mjdbw7M0LRI","bfm"
306,784.68,786.87,"il y a pas de réduction réelle des dépenses. Qu'est-ce que j'assume,","mjdbw7M0LRI","bfm"
307,786.87,788.92,"j'assume d'être la ministre aujourd'hui","mjdbw7M0LRI","bfm"
308,788.92,794.11,"à qui a été confié la mission d'agir ici et maintenant en 2025 et 2026. Il y aura","mjdbw7M0LRI","bfm"
309,794.11,795.839,"un grand choix politique. Il y aura","mjdbw7M0LRI","bfm"
310,795.839,800.03,"évidemment des réformes. La réforme des retraites, vous imaginez bien que vu la","mjdbw7M0LRI","bfm"
311,800.03,801.279,"famille politique d'où je viens,","mjdbw7M0LRI","bfm"
312,801.279,802.67,"ouais, votre soit n'était pas de la suspende.","mjdbw7M0LRI","bfm"
313,802.67,804.16,"La suspension, elle dit quoi ? Elle dit","mjdbw7M0LRI","bfm"
314,804.16,808.15,"qu'on suspend pour trouver une solution démocratique, budgétaire et collective","mjdbw7M0LRI","bfm"
315,808.15,809.279,"qui fasse qu'on retrouve de la","mjdbw7M0LRI","bfm"
316,809.279,812.23,"légitimité. vous militerez pour qu'on remette cette","mjdbw7M0LRI","bfm"
317,812.23,814.12,"réforme au minimum. Vous savez à nouveau","mjdbw7M0LRI","bfm"
318,814.12,818.67,"si nous n'avons pas de l'action concrète pour les Français là dans 3 semaines au","mjdbw7M0LRI","bfm"
319,818.67,820.56,"1er janvier 2026, est-ce que vous pensez","mjdbw7M0LRI","bfm"
320,820.56,822.55,"qu'on va pouvoir tenir une présidentielle dans de bonnes conditions","mjdbw7M0LRI","bfm"
321,822.55,824.24,"? Est-ce que vous pensez que les débats","mjdbw7M0LRI","bfm"
322,824.24,826.949,"vont pouvoir se tenir dans vos compris ? J'ai bien compris l'idée de la stabilité","mjdbw7M0LRI","bfm"
323,826.949,829.24,"mais amin maintenant si on revient au","mjdbw7M0LRI","bfm"
324,829.24,833.11,"chiffres, je vous repose la question. Vous dites ce budget il sera à moins de","mjdbw7M0LRI","bfm"
325,833.11,834.56,"20 milliards. Au passage je vous demande","mjdbw7M0LRI","bfm"
326,834.56,837.67,"quand même si vous avez trouvé une explication au 5 à 10 milliards","mjdbw7M0LRI","bfm"
327,837.67,839.56,"travaille on y travaille et vous savez","mjdbw7M0LRI","bfm"
328,839.56,842.43,"je ferai toute la transparence. J'ai demandé une mission d'inspection très","mjdbw7M0LRI","bfm"
329,842.43,844.88,"approfondie. Il y a trois hypothèses. Il","mjdbw7M0LRI","bfm"
330,844.88,848.389,"y a la fraude à la TVA. Tout le monde sait ce que c'est et on peut se dire que","mjdbw7M0LRI","bfm"
331,848.389,849.16,"peut-être il y en a un peu plus cette","mjdbw7M0LRI","bfm"
332,849.16,852.59,"année que l'année dernière. Il y a des petits colis. tout ce que nous envoie","mjdbw7M0LRI","bfm"
333,852.59,855.12,"chez Intres comme ils sont","mjdbw7M0LRI","bfm"
334,855.12,858.11,"ça paye pas la TVRA non ça paye la TVA mais si vous dites","mjdbw7M0LRI","bfm"
335,858.11,860.079,"que ça vaut 2 € alors que ça en vaut 20","mjdbw7M0LRI","bfm"
336,860.079,863.67,"bah vous voyez la TVA sur 2 € ça fait pas le même rentrer dans les caisses de","mjdbw7M0LRI","bfm"
337,863.67,864.92,"l'État que la TVA sur 20 €","mjdbw7M0LRI","bfm"
338,864.92,866.829,"et la trème option et la troisème option c'est tous les","mjdbw7M0LRI","bfm"
339,866.829,869.32,"enjeux qui sont liés à notre croissance","mjdbw7M0LRI","bfm"
340,869.32,873.47,"à notre consommation les Français ont beaucoup épargné en 2025 ils ont moins","mjdbw7M0LRI","bfm"
341,873.47,874.759,"acheté d'électroménagers ils ont moins","mjdbw7M0LRI","bfm"
342,874.759,876.71,"acheté de voitur ils ont acheté plus des choses du","mjdbw7M0LRI","bfm"
343,876.71,878.279,"quotidien l'inquiétude que ça suscite","mjdbw7M0LRI","bfm"
344,878.279,880.47,"c'estàd que là vous êtes en train de nous dire ça passe sous les 20 milliards","mjdbw7M0LRI","bfm"
345,880.47,882,"et dans le même En effet, on s'est","mjdbw7M0LRI","bfm"
346,882,886.629,"retrouvé avec une prévision de 10 milliards d'euros de TVA qui sans doute","mjdbw7M0LRI","bfm"
347,886.629,888.88,"va tomber. 10, c'est pas 10 d'abord,","mjdbw7M0LRI","bfm"
348,888.88,892.59,"c'est entre 4 et 5 milliards. Moi, je tiens les comptes. Et surtout ce qu'il","mjdbw7M0LRI","bfm"
349,892.59,894.24,"faut dire aux français, c'est que cette","mjdbw7M0LRI","bfm"
350,894.24,898.55,"effectivement réalité n'a pas eu d'impact sur le déficit total. Le 5,4 %","mjdbw7M0LRI","bfm"
351,898.55,900.24,"de déficit qui était l'objectif que les","mjdbw7M0LRI","bfm"
352,900.24,903.389,"parlementaires par un compromis avaient pas de budget, c'est combien ? C'est 30","mjdbw7M0LRI","bfm"
353,903.389,905,"milliards de déficit. Donc là, je vous","mjdbw7M0LRI","bfm"
354,905,906.949,"parle en 2025 si ça passe pas cet après-midi.","mjdbw7M0LRI","bfm"
355,906.949,908.44,"Mais ce qui est vrai, c'est que cet","mjdbw7M0LRI","bfm"
356,908.44,911.269,"après-midi, ce qui se joue, c'est à peu près 10 milliards d'euros de décart.","mjdbw7M0LRI","bfm"
357,911.269,911.759,"OK.","mjdbw7M0LRI","bfm"
358,911.759,915.269,"Soit on est en dessous de 20 avec les décisions qu'on a prises, soit on est à","mjdbw7M0LRI","bfm"
359,915.269,916.56,"peu près à 30 voire plus.","mjdbw7M0LRI","bfm"
360,916.56,919.629,"S'il n'y a pas de budget, est-ce que vous démissionnerez ?","mjdbw7M0LRI","bfm"
361,919.629,921.88,"Moi, je crois que si je démissionne là,","mjdbw7M0LRI","bfm"
362,921.88,924.509,"demain, ce soir parce qu'il y a pas de budget, d'abord avant qu'il y ait pas de","mjdbw7M0LRI","bfm"
363,924.509,925.199,"budget, il y a quand même beaucoup","mjdbw7M0LRI","bfm"
364,925.199,928.59,"d'autres étapes. Il faut s'assurer que ça","mjdbw7M0LRI","bfm"
365,928.59,929.68,"Mais comme on l'a dit, est-ce que le","mjdbw7M0LRI","bfm"
366,929.68,931.509,"sujet aujourd'hui c'est que le gouvernement démissionne ? Voyez bien","mjdbw7M0LRI","bfm"
367,931.509,932.759,"que le sujet c'est pas le gouvernement.","mjdbw7M0LRI","bfm"
368,932.759,935.189,"Le sujet c'est comment dans un pays qui Mais est-ce que vous dites ça pour","mjdbw7M0LRI","bfm"
369,935.189,936.56,"dédramatiser ou est-ce que vraiment vous","mjdbw7M0LRI","bfm"
370,936.56,939.309,"ne démissionnerez pas le c'est pas vous savez les ministres","mjdbw7M0LRI","bfm"
371,939.309,940.6,"c'est on démissionne avec un premier","mjdbw7M0LRI","bfm"
372,940.6,943.949,"ministre. Moi je me suis engagé avec Sébastien Lecornu à dans un gouvernement","mjdbw7M0LRI","bfm"
373,943.949,946.319,"qui agit ici et maintenant je ne suis","mjdbw7M0LRI","bfm"
374,946.319,950.269,"candidate à rien d'autre qu'à cette action pour 2025 pour 2026 si le premier","mjdbw7M0LRI","bfm"
375,950.269,951.839,"ministre considère que notre","mjdbw7M0LRI","bfm"
376,951.839,955.23,"responsabilité pour trouver une solution si le problème venait de nous bon bah","mjdbw7M0LRI","bfm"
377,955.23,956.839,"évidemment qu'on partirait. Moi mon","mjdbw7M0LRI","bfm"
378,956.839,959.949,"intuition et ce que j'ai vécu depuis maintenant quelques mois, c'est que le","mjdbw7M0LRI","bfm"
379,959.949,962,"gouvernement a changé totalement","mjdbw7M0LRI","bfm"
380,962,966.069,"totalement de posture et de culture. C'est pas un gouvernement qui force une","mjdbw7M0LRI","bfm"
381,966.069,967.92,"copie, une version en disant ""J'ai","mjdbw7M0LRI","bfm"
382,967.92,971.43,"raison tout seul, suivez-moi"". Ou alors c'est dans un dialogue avec nous qui","mjdbw7M0LRI","bfm"
383,971.43,973.319,"nous sommes mis au service du parlement.","mjdbw7M0LRI","bfm"
384,973.319,975.509,"On a mis le 493 de côté. Il vous reste quelques heures","mjdbw7M0LRI","bfm"
385,975.509,976.68,"et on s'est mis au service d'un","mjdbw7M0LRI","bfm"
386,976.68,979.11,"compromis et on a fait des choses qui sont effectivement différent.","mjdbw7M0LRI","bfm"
387,979.11,980.72,"Quelques heures pour espérer que ce que","mjdbw7M0LRI","bfm"
388,980.72,982.87,"vous aurez gagné d'un côté, vous n'aurez pas perdu de l'autre. Amélie de","mjdbw7M0LRI","bfm"
389,982.87,984.68,"Monchalin, est-ce que les militantes","mjdbw7M0LRI","bfm"
390,984.68,991.47,"féministes qui ont tenté d'empêcher le spectacle d'Harry habitant mérite","mjdbw7M0LRI","bfm"
391,991.47,993.759,"d'être traité par Brigitte Macron de","mjdbw7M0LRI","bfm"
392,993.759,996.43,"Salcon ? Alors, c'est pas un langage, je pense,","mjdbw7M0LRI","bfm"
393,996.43,998.24,"qui a vocation à être voyez dans le","mjdbw7M0LRI","bfm"
394,998.24,1002.03,"débat public. Moi, il y a deux choses que je veux dire là-dessus. On est et on","mjdbw7M0LRI","bfm"
395,1002.03,1004.12,"a le droit évidemment et je crois que","mjdbw7M0LRI","bfm"
396,1004.12,1008.069,"vous et moi aussi d'être féministe, de lutter contre les violences sexuelles,","mjdbw7M0LRI","bfm"
397,1008.069,1009.839,"de s'assurer que dans notre pays et bien","mjdbw7M0LRI","bfm"
398,1009.839,1012.71,"la loi soit respectée, que les femmes soient protégées. Maintenant, est-ce que","mjdbw7M0LRI","bfm"
399,1012.71,1014.44,"ça se passe en interdisant des","mjdbw7M0LRI","bfm"
400,1014.44,1017.509,"spectacles ? C'est ça qu'il faut avoir en tête. Il y a peut-être des endroits","mjdbw7M0LRI","bfm"
401,1017.509,1019.44,"où on peut être dans le combat puis a","mjdbw7M0LRI","bfm"
402,1019.44,1021.949,"des endroits peut-être où il faut être dans respect et je pense que chacun peut","mjdbw7M0LRI","bfm"
